graph_id,graph_type,graph_seed,num_nodes,num_edges,edge_density,avg_degree,degree_std,max_degree,clustering,qaoa_depth_p,optimizer,topology,noise_setting,depol_1q,depol_2q,readout,shots,exact_expected_ratio,empirical_expected_ratio,expected_cut,optimal_solution_probability,best_ratio,best_cut,quality_drop_from_exact,best_bitstring
erdos_renyi_n6_s21,erdos_renyi,21,6,6,0.4,2.0,0.816496580927726,3,0.27777777777777773,3,SPSA,linear,combined,0.001,0.01,0.02,2048,0.8338876622873876,0.77021484375,3.85107421875,0.3017578125,1.0,5.0,0.0636728185373876,101000
erdos_renyi_n6_s42,erdos_renyi,42,6,8,0.5333333333333333,2.6666666666666665,1.247219128924647,4,0.5,1,COBYLA,linear,noiseless,0.0,0.0,0.0,2048,0.842396098437904,0.842396098437904,5.054376590627424,0.3457392082041481,1.0,6.0,0.0,
erdos_renyi_n6_s42,erdos_renyi,42,6,8,0.5333333333333333,2.6666666666666665,1.247219128924647,4,0.5,1,COBYLA,linear,depolarizing,0.001,0.01,0.0,2048,0.842396098437904,0.8310546875,4.986328125,0.31396484375,1.0,6.0,0.011341410937903973,100011
erdos_renyi_n6_s42,erdos_renyi,42,6,8,0.5333333333333333,2.6666666666666665,1.247219128924647,4,0.5,1,COBYLA,linear,readout,0.0,0.0,0.02,2048,0.842396098437904,0.83642578125,5.0185546875,0.33447265625,1.0,6.0,0.005970317187903973,100011
erdos_renyi_n6_s42,erdos_renyi,42,6,8,0.5333333333333333,2.6666666666666665,1.247219128924647,4,0.5,1,COBYLA,linear,combined,0.001,0.01,0.02,2048,0.842396098437904,0.82080078125,4.9248046875,0.294921875,1.0,6.0,0.021595317187903973,100011
erdos_renyi_n6_s42,erdos_renyi,42,6,8,0.5333333333333333,2.6666666666666665,1.247219128924647,4,0.5,1,SPSA,linear,noiseless,0.0,0.0,0.0,2048,0.76230951352452,0.76230951352452,4.57385708114712,0.3893388167111017,1.0,6.0,0.0,
erdos_renyi_n6_s42,erdos_renyi,42,6,8,0.5333333333333333,2.6666666666666665,1.247219128924647,4,0.5,1,SPSA,linear,depolarizing,0.001,0.01,0.0,2048,0.76230951352452,0.7583821614583334,4.55029296875,0.3544921875,1.0,6.0,0.003927352066186662,100011
erdos_renyi_n6_s42,erdos_renyi,42,6,8,0.5333333333333333,2.6666666666666665,1.247219128924647,4,0.5,1,SPSA,linear,readout,0.0,0.0,0.02,2048,0.76230951352452,0.7622884114583334,4.57373046875,0.3720703125,1.0,6.0,2.1102066186662327e-05,100011
erdos_renyi_n6_s42,erdos_renyi,42,6,8,0.5333333333333333,2.6666666666666665,1.247219128924647,4,0.5,1,SPSA,linear,combined,0.001,0.01,0.02,2048,0.76230951352452,0.7548828125,4.529296875,0.32763671875,1.0,6.0,0.007426701024520033,110100
erdos_renyi_n6_s42,erdos_renyi,42,6,8,0.5333333333333333,2.6666666666666665,1.247219128924647,4,0.5,2,COBYLA,linear,noiseless,0.0,0.0,0.0,2048,0.8525656810421794,0.8525656810421794,5.115394086253077,0.3933560469549542,1.0,6.0,0.0,
erdos_renyi_n6_s42,erdos_renyi,42,6,8,0.5333333333333333,2.6666666666666665,1.247219128924647,4,0.5,2,COBYLA,linear,depolarizing,0.001,0.01,0.0,2048,0.8525656810421794,0.795654296875,4.77392578125,0.30517578125,1.0,6.0,0.056911384167179446,011100
