graph_id,graph_type,graph_seed,num_nodes,num_edges,edge_density,avg_degree,degree_std,max_degree,clustering,qaoa_depth_p,optimizer,topology,transpiled_depth,transpiled_cx,transpiled_1q_ops,transpiled_total_ops,cx_per_edge,cx_per_layer,cx_per_edge_per_layer
erdos_renyi_n6_s7,erdos_renyi,7,6,9,0.6,3.0,1.0,4,0.49999999999999994,1,COBYLA,all_to_all,29,18,56,74,2.0,18.0,2.0
erdos_renyi_n6_s7,erdos_renyi,7,6,9,0.6,3.0,1.0,4,0.49999999999999994,1,COBYLA,linear,51,26,79,105,2.888888888888889,26.0,2.888888888888889
erdos_renyi_n6_s7,erdos_renyi,7,6,9,0.6,3.0,1.0,4,0.49999999999999994,1,COBYLA,ring,42,26,67,93,2.888888888888889,26.0,2.888888888888889
erdos_renyi_n6_s7,erdos_renyi,7,6,9,0.6,3.0,1.0,4,0.49999999999999994,1,COBYLA,grid,42,24,67,91,2.6666666666666665,24.0,2.6666666666666665
erdos_renyi_n6_s7,erdos_renyi,7,6,9,0.6,3.0,1.0,4,0.49999999999999994,1,COBYLA,heavy_hex_like,42,24,56,80,2.6666666666666665,24.0,2.6666666666666665
erdos_renyi_n6_s7,erdos_renyi,7,6,9,0.6,3.0,1.0,4,0.49999999999999994,1,SPSA,all_to_all,24,18,27,45,2.0,18.0,2.0
erdos_renyi_n6_s7,erdos_renyi,7,6,9,0.6,3.0,1.0,4,0.49999999999999994,1,SPSA,linear,41,24,51,75,2.6666666666666665,24.0,2.6666666666666665
erdos_renyi_n6_s7,erdos_renyi,7,6,9,0.6,3.0,1.0,4,0.49999999999999994,1,SPSA,ring,37,28,47,75,3.111111111111111,28.0,3.111111111111111
erdos_renyi_n6_s7,erdos_renyi,7,6,9,0.6,3.0,1.0,4,0.49999999999999994,1,SPSA,grid,35,22,37,59,2.4444444444444446,22.0,2.4444444444444446
erdos_renyi_n6_s7,erdos_renyi,7,6,9,0.6,3.0,1.0,4,0.49999999999999994,1,SPSA,heavy_hex_like,33,24,37,61,2.6666666666666665,24.0,2.6666666666666665
erdos_renyi_n6_s7,erdos_renyi,7,6,9,0.6,3.0,1.0,4,0.49999999999999994,2,COBYLA,all_to_all,29,18,56,74,2.0,9.0,1.0
erdos_renyi_n6_s7,erdos_renyi,7,6,9,0.6,3.0,1.0,4,0.49999999999999994,2,COBYLA,linear,51,26,76,102,2.888888888888889,13.0,1.4444444444444444
erdos_renyi_n6_s7,erdos_renyi,7,6,9,0.6,3.0,1.0,4,0.49999999999999994,2,COBYLA,ring,46,26,72,98,2.888888888888889,13.0,1.4444444444444444
erdos_renyi_n6_s7,erdos_renyi,7,6,9,0.6,3.0,1.0,4,0.49999999999999994,2,COBYLA,grid,49,24,76,100,2.6666666666666665,12.0,1.3333333333333333
erdos_renyi_n6_s7,erdos_renyi,7,6,9,0.6,3.0,1.0,4,0.49999999999999994,2,COBYLA,heavy_hex_like,42,24,66,90,2.6666666666666665,12.0,1.3333333333333333
erdos_renyi_n6_s7,erdos_renyi,7,6,9,0.6,3.0,1.0,4,0.49999999999999994,2,SPSA,all_to_all,49,36,94,130,4.0,18.0,2.0
erdos_renyi_n6_s7,erdos_renyi,7,6,9,0.6,3.0,1.0,4,0.49999999999999994,2,SPSA,linear,93,61,110,171,6.777777777777778,30.5,3.388888888888889
erdos_renyi_n6_s7,erdos_renyi,7,6,9,0.6,3.0,1.0,4,0.49999999999999994,2,SPSA,ring,75,57,134,191,6.333333333333333,28.5,3.1666666666666665
erdos_renyi_n6_s7,erdos_renyi,7,6,9,0.6,3.0,1.0,4,0.49999999999999994,2,SPSA,grid,81,51,95,146,5.666666666666667,25.5,2.8333333333333335
erdos_renyi_n6_s7,erdos_renyi,7,6,9,0.6,3.0,1.0,4,0.49999999999999994,2,SPSA,heavy_hex_like,73,48,102,150,5.333333333333333,24.0,2.6666666666666665
erdos_renyi_n6_s7,erdos_renyi,7,6,9,0.6,3.0,1.0,4,0.49999999999999994,3,COBYLA,all_to_all,49,36,94,130,4.0,12.0,1.3333333333333333
erdos_renyi_n6_s7,erdos_renyi,7,6,9,0.6,3.0,1.0,4,0.49999999999999994,3,COBYLA,linear,90,61,102,163,6.777777777777778,20.333333333333332,2.259259259259259
erdos_renyi_n6_s7,erdos_renyi,7,6,9,0.6,3.0,1.0,4,0.49999999999999994,3,COBYLA,ring,68,57,114,171,6.333333333333333,19.0,2.111111111111111
erdos_renyi_n6_s7,erdos_renyi,7,6,9,0.6,3.0,1.0,4,0.49999999999999994,3,COBYLA,grid,76,51,95,146,5.666666666666667,17.0,1.8888888888888888
erdos_renyi_n6_s7,erdos_renyi,7,6,9,0.6,3.0,1.0,4,0.49999999999999994,3,COBYLA,heavy_hex_like,61,44,102,146,4.888888888888889,14.666666666666666,1.6296296296296295
erdos_renyi_n6_s7,erdos_renyi,7,6,9,0.6,3.0,1.0,4,0.49999999999999994,3,SPSA,all_to_all,69,54,132,186,6.0,18.0,2.0
erdos_renyi_n6_s7,erdos_renyi,7,6,9,0.6,3.0,1.0,4,0.49999999999999994,3,SPSA,linear,127,90,196,286,10.0,30.0,3.3333333333333335
erdos_renyi_n6_s7,erdos_renyi,7,6,9,0.6,3.0,1.0,4,0.49999999999999994,3,SPSA,ring,106,88,181,269,9.777777777777779,29.333333333333332,3.259259259259259
erdos_renyi_n6_s7,erdos_renyi,7,6,9,0.6,3.0,1.0,4,0.49999999999999994,3,SPSA,grid,99,75,167,242,8.333333333333334,25.0,2.7777777777777777
erdos_renyi_n6_s7,erdos_renyi,7,6,9,0.6,3.0,1.0,4,0.49999999999999994,3,SPSA,heavy_hex_like,104,72,140,212,8.0,24.0,2.6666666666666665
erdos_renyi_n6_s21,erdos_renyi,21,6,6,0.4,2.0,0.816496580927726,3,0.27777777777777773,1,COBYLA,all_to_all,20,12,52,64,2.0,12.0,2.0
erdos_renyi_n6_s21,erdos_renyi,21,6,6,0.4,2.0,0.816496580927726,3,0.27777777777777773,1,COBYLA,linear,23,15,52,67,2.5,15.0,2.5
erdos_renyi_n6_s21,erdos_renyi,21,6,6,0.4,2.0,0.816496580927726,3,0.27777777777777773,1,COBYLA,ring,23,15,52,67,2.5,15.0,2.5
erdos_renyi_n6_s21,erdos_renyi,21,6,6,0.4,2.0,0.816496580927726,3,0.27777777777777773,1,COBYLA,grid,26,13,57,70,2.1666666666666665,13.0,2.1666666666666665
erdos_renyi_n6_s21,erdos_renyi,21,6,6,0.4,2.0,0.816496580927726,3,0.27777777777777773,1,COBYLA,heavy_hex_like,20,12,52,64,2.0,12.0,2.0
erdos_renyi_n6_s21,erdos_renyi,21,6,6,0.4,2.0,0.816496580927726,3,0.27777777777777773,1,SPSA,all_to_all,20,12,52,64,2.0,12.0,2.0
erdos_renyi_n6_s21,erdos_renyi,21,6,6,0.4,2.0,0.816496580927726,3,0.27777777777777773,1,SPSA,linear,23,15,52,67,2.5,15.0,2.5
erdos_renyi_n6_s21,erdos_renyi,21,6,6,0.4,2.0,0.816496580927726,3,0.27777777777777773,1,SPSA,ring,23,15,52,67,2.5,15.0,2.5
erdos_renyi_n6_s21,erdos_renyi,21,6,6,0.4,2.0,0.816496580927726,3,0.27777777777777773,1,SPSA,grid,23,13,53,66,2.1666666666666665,13.0,2.1666666666666665
erdos_renyi_n6_s21,erdos_renyi,21,6,6,0.4,2.0,0.816496580927726,3,0.27777777777777773,1,SPSA,heavy_hex_like,20,12,52,64,2.0,12.0,2.0
erdos_renyi_n6_s21,erdos_renyi,21,6,6,0.4,2.0,0.816496580927726,3,0.27777777777777773,2,COBYLA,all_to_all,33,24,66,90,4.0,12.0,2.0
erdos_renyi_n6_s21,erdos_renyi,21,6,6,0.4,2.0,0.816496580927726,3,0.27777777777777773,2,COBYLA,linear,42,31,76,107,5.166666666666667,15.5,2.5833333333333335
erdos_renyi_n6_s21,erdos_renyi,21,6,6,0.4,2.0,0.816496580927726,3,0.27777777777777773,2,COBYLA,ring,42,31,76,107,5.166666666666667,15.5,2.5833333333333335
erdos_renyi_n6_s21,erdos_renyi,21,6,6,0.4,2.0,0.816496580927726,3,0.27777777777777773,2,COBYLA,grid,51,33,75,108,5.5,16.5,2.75
erdos_renyi_n6_s21,erdos_renyi,21,6,6,0.4,2.0,0.816496580927726,3,0.27777777777777773,2,COBYLA,heavy_hex_like,33,24,66,90,4.0,12.0,2.0
erdos_renyi_n6_s21,erdos_renyi,21,6,6,0.4,2.0,0.816496580927726,3,0.27777777777777773,2,SPSA,all_to_all,37,24,86,110,4.0,12.0,2.0
erdos_renyi_n6_s21,erdos_renyi,21,6,6,0.4,2.0,0.816496580927726,3,0.27777777777777773,2,SPSA,linear,45,31,95,126,5.166666666666667,15.5,2.5833333333333335
erdos_renyi_n6_s21,erdos_renyi,21,6,6,0.4,2.0,0.816496580927726,3,0.27777777777777773,2,SPSA,ring,46,31,95,126,5.166666666666667,15.5,2.5833333333333335
erdos_renyi_n6_s21,erdos_renyi,21,6,6,0.4,2.0,0.816496580927726,3,0.27777777777777773,2,SPSA,grid,48,29,101,130,4.833333333333333,14.5,2.4166666666666665
erdos_renyi_n6_s21,erdos_renyi,21,6,6,0.4,2.0,0.816496580927726,3,0.27777777777777773,2,SPSA,heavy_hex_like,37,24,86,110,4.0,12.0,2.0
erdos_renyi_n6_s21,erdos_renyi,21,6,6,0.4,2.0,0.816496580927726,3,0.27777777777777773,3,COBYLA,all_to_all,54,36,120,156,6.0,12.0,2.0
erdos_renyi_n6_s21,erdos_renyi,21,6,6,0.4,2.0,0.816496580927726,3,0.27777777777777773,3,COBYLA,linear,68,47,134,181,7.833333333333333,15.666666666666666,2.611111111111111
erdos_renyi_n6_s21,erdos_renyi,21,6,6,0.4,2.0,0.816496580927726,3,0.27777777777777773,3,COBYLA,ring,68,47,134,181,7.833333333333333,15.666666666666666,2.611111111111111
erdos_renyi_n6_s21,erdos_renyi,21,6,6,0.4,2.0,0.816496580927726,3,0.27777777777777773,3,COBYLA,grid,66,47,134,181,7.833333333333333,15.666666666666666,2.611111111111111
erdos_renyi_n6_s21,erdos_renyi,21,6,6,0.4,2.0,0.816496580927726,3,0.27777777777777773,3,COBYLA,heavy_hex_like,54,36,120,156,6.0,12.0,2.0
erdos_renyi_n6_s21,erdos_renyi,21,6,6,0.4,2.0,0.816496580927726,3,0.27777777777777773,3,SPSA,all_to_all,54,36,120,156,6.0,12.0,2.0
erdos_renyi_n6_s21,erdos_renyi,21,6,6,0.4,2.0,0.816496580927726,3,0.27777777777777773,3,SPSA,linear,69,47,136,183,7.833333333333333,15.666666666666666,2.611111111111111
erdos_renyi_n6_s21,erdos_renyi,21,6,6,0.4,2.0,0.816496580927726,3,0.27777777777777773,3,SPSA,ring,67,47,136,183,7.833333333333333,15.666666666666666,2.611111111111111
erdos_renyi_n6_s21,erdos_renyi,21,6,6,0.4,2.0,0.816496580927726,3,0.27777777777777773,3,SPSA,grid,83,51,130,181,8.5,17.0,2.8333333333333335
erdos_renyi_n6_s21,erdos_renyi,21,6,6,0.4,2.0,0.816496580927726,3,0.27777777777777773,3,SPSA,heavy_hex_like,54,36,120,156,6.0,12.0,2.0
erdos_renyi_n6_s42,erdos_renyi,42,6,8,0.5333333333333333,2.6666666666666665,1.247219128924647,4,0.5,1,COBYLA,all_to_all,29,16,54,70,2.0,16.0,2.0
erdos_renyi_n6_s42,erdos_renyi,42,6,8,0.5333333333333333,2.6666666666666665,1.247219128924647,4,0.5,1,COBYLA,linear,40,21,65,86,2.625,21.0,2.625
erdos_renyi_n6_s42,erdos_renyi,42,6,8,0.5333333333333333,2.6666666666666665,1.247219128924647,4,0.5,1,COBYLA,ring,40,21,65,86,2.625,21.0,2.625
erdos_renyi_n6_s42,erdos_renyi,42,6,8,0.5333333333333333,2.6666666666666665,1.247219128924647,4,0.5,1,COBYLA,grid,37,22,64,86,2.75,22.0,2.75
erdos_renyi_n6_s42,erdos_renyi,42,6,8,0.5333333333333333,2.6666666666666665,1.247219128924647,4,0.5,1,COBYLA,heavy_hex_like,33,19,54,73,2.375,19.0,2.375
erdos_renyi_n6_s42,erdos_renyi,42,6,8,0.5333333333333333,2.6666666666666665,1.247219128924647,4,0.5,1,SPSA,all_to_all,29,16,54,70,2.0,16.0,2.0
erdos_renyi_n6_s42,erdos_renyi,42,6,8,0.5333333333333333,2.6666666666666665,1.247219128924647,4,0.5,1,SPSA,linear,41,21,66,87,2.625,21.0,2.625
erdos_renyi_n6_s42,erdos_renyi,42,6,8,0.5333333333333333,2.6666666666666665,1.247219128924647,4,0.5,1,SPSA,ring,41,21,66,87,2.625,21.0,2.625
erdos_renyi_n6_s42,erdos_renyi,42,6,8,0.5333333333333333,2.6666666666666665,1.247219128924647,4,0.5,1,SPSA,grid,39,22,54,76,2.75,22.0,2.75
erdos_renyi_n6_s42,erdos_renyi,42,6,8,0.5333333333333333,2.6666666666666665,1.247219128924647,4,0.5,1,SPSA,heavy_hex_like,33,19,54,73,2.375,19.0,2.375
erdos_renyi_n6_s42,erdos_renyi,42,6,8,0.5333333333333333,2.6666666666666665,1.247219128924647,4,0.5,2,COBYLA,all_to_all,52,32,90,122,4.0,16.0,2.0
erdos_renyi_n6_s42,erdos_renyi,42,6,8,0.5333333333333333,2.6666666666666665,1.247219128924647,4,0.5,2,COBYLA,linear,93,57,104,161,7.125,28.5,3.5625
erdos_renyi_n6_s42,erdos_renyi,42,6,8,0.5333333333333333,2.6666666666666665,1.247219128924647,4,0.5,2,COBYLA,ring,92,57,102,159,7.125,28.5,3.5625
erdos_renyi_n6_s42,erdos_renyi,42,6,8,0.5333333333333333,2.6666666666666665,1.247219128924647,4,0.5,2,COBYLA,grid,72,44,99,143,5.5,22.0,2.75
erdos_renyi_n6_s42,erdos_renyi,42,6,8,0.5333333333333333,2.6666666666666665,1.247219128924647,4,0.5,2,COBYLA,heavy_hex_like,73,40,114,154,5.0,20.0,2.5
erdos_renyi_n6_s42,erdos_renyi,42,6,8,0.5333333333333333,2.6666666666666665,1.247219128924647,4,0.5,2,SPSA,all_to_all,52,32,90,122,4.0,16.0,2.0
erdos_renyi_n6_s42,erdos_renyi,42,6,8,0.5333333333333333,2.6666666666666665,1.247219128924647,4,0.5,2,SPSA,linear,80,49,122,171,6.125,24.5,3.0625
erdos_renyi_n6_s42,erdos_renyi,42,6,8,0.5333333333333333,2.6666666666666665,1.247219128924647,4,0.5,2,SPSA,ring,84,53,114,167,6.625,26.5,3.3125
erdos_renyi_n6_s42,erdos_renyi,42,6,8,0.5333333333333333,2.6666666666666665,1.247219128924647,4,0.5,2,SPSA,grid,68,44,92,136,5.5,22.0,2.75
erdos_renyi_n6_s42,erdos_renyi,42,6,8,0.5333333333333333,2.6666666666666665,1.247219128924647,4,0.5,2,SPSA,heavy_hex_like,61,39,91,130,4.875,19.5,2.4375
erdos_renyi_n6_s42,erdos_renyi,42,6,8,0.5333333333333333,2.6666666666666665,1.247219128924647,4,0.5,3,COBYLA,all_to_all,52,32,90,122,4.0,10.666666666666666,1.3333333333333333
erdos_renyi_n6_s42,erdos_renyi,42,6,8,0.5333333333333333,2.6666666666666665,1.247219128924647,4,0.5,3,COBYLA,linear,85,51,121,172,6.375,17.0,2.125
erdos_renyi_n6_s42,erdos_renyi,42,6,8,0.5333333333333333,2.6666666666666665,1.247219128924647,4,0.5,3,COBYLA,ring,84,53,113,166,6.625,17.666666666666668,2.2083333333333335
erdos_renyi_n6_s42,erdos_renyi,42,6,8,0.5333333333333333,2.6666666666666665,1.247219128924647,4,0.5,3,COBYLA,grid,75,44,101,145,5.5,14.666666666666666,1.8333333333333333
erdos_renyi_n6_s42,erdos_renyi,42,6,8,0.5333333333333333,2.6666666666666665,1.247219128924647,4,0.5,3,COBYLA,heavy_hex_like,74,42,112,154,5.25,14.0,1.75
erdos_renyi_n6_s42,erdos_renyi,42,6,8,0.5333333333333333,2.6666666666666665,1.247219128924647,4,0.5,3,SPSA,all_to_all,52,32,90,122,4.0,10.666666666666666,1.3333333333333333
erdos_renyi_n6_s42,erdos_renyi,42,6,8,0.5333333333333333,2.6666666666666665,1.247219128924647,4,0.5,3,SPSA,linear,81,51,121,172,6.375,17.0,2.125
erdos_renyi_n6_s42,erdos_renyi,42,6,8,0.5333333333333333,2.6666666666666665,1.247219128924647,4,0.5,3,SPSA,ring,84,53,113,166,6.625,17.666666666666668,2.2083333333333335
erdos_renyi_n6_s42,erdos_renyi,42,6,8,0.5333333333333333,2.6666666666666665,1.247219128924647,4,0.5,3,SPSA,grid,68,44,92,136,5.5,14.666666666666666,1.8333333333333333
erdos_renyi_n6_s42,erdos_renyi,42,6,8,0.5333333333333333,2.6666666666666665,1.247219128924647,4,0.5,3,SPSA,heavy_hex_like,68,44,92,136,5.5,14.666666666666666,1.8333333333333333
erdos_renyi_n6_s84,erdos_renyi,84,6,5,0.3333333333333333,1.6666666666666667,0.7453559924999299,3,0.0,1,COBYLA,all_to_all,13,10,29,39,2.0,10.0,2.0
erdos_renyi_n6_s84,erdos_renyi,84,6,5,0.3333333333333333,1.6666666666666667,0.7453559924999299,3,0.0,1,COBYLA,linear,20,13,39,52,2.6,13.0,2.6
erdos_renyi_n6_s84,erdos_renyi,84,6,5,0.3333333333333333,1.6666666666666667,0.7453559924999299,3,0.0,1,COBYLA,ring,20,13,39,52,2.6,13.0,2.6
erdos_renyi_n6_s84,erdos_renyi,84,6,5,0.3333333333333333,1.6666666666666667,0.7453559924999299,3,0.0,1,COBYLA,grid,13,10,29,39,2.0,10.0,2.0
erdos_renyi_n6_s84,erdos_renyi,84,6,5,0.3333333333333333,1.6666666666666667,0.7453559924999299,3,0.0,1,COBYLA,heavy_hex_like,13,10,29,39,2.0,10.0,2.0
erdos_renyi_n6_s84,erdos_renyi,84,6,5,0.3333333333333333,1.6666666666666667,0.7453559924999299,3,0.0,1,SPSA,all_to_all,17,10,51,61,2.0,10.0,2.0
erdos_renyi_n6_s84,erdos_renyi,84,6,5,0.3333333333333333,1.6666666666666667,0.7453559924999299,3,0.0,1,SPSA,linear,26,13,61,74,2.6,13.0,2.6
erdos_renyi_n6_s84,erdos_renyi,84,6,5,0.3333333333333333,1.6666666666666667,0.7453559924999299,3,0.0,1,SPSA,ring,26,13,61,74,2.6,13.0,2.6
erdos_renyi_n6_s84,erdos_renyi,84,6,5,0.3333333333333333,1.6666666666666667,0.7453559924999299,3,0.0,1,SPSA,grid,17,10,51,61,2.0,10.0,2.0
erdos_renyi_n6_s84,erdos_renyi,84,6,5,0.3333333333333333,1.6666666666666667,0.7453559924999299,3,0.0,1,SPSA,heavy_hex_like,17,10,51,61,2.0,10.0,2.0
erdos_renyi_n6_s84,erdos_renyi,84,6,5,0.3333333333333333,1.6666666666666667,0.7453559924999299,3,0.0,2,COBYLA,all_to_all,27,20,62,82,4.0,10.0,2.0
erdos_renyi_n6_s84,erdos_renyi,84,6,5,0.3333333333333333,1.6666666666666667,0.7453559924999299,3,0.0,2,COBYLA,linear,44,27,76,103,5.4,13.5,2.7
erdos_renyi_n6_s84,erdos_renyi,84,6,5,0.3333333333333333,1.6666666666666667,0.7453559924999299,3,0.0,2,COBYLA,ring,41,27,79,106,5.4,13.5,2.7
erdos_renyi_n6_s84,erdos_renyi,84,6,5,0.3333333333333333,1.6666666666666667,0.7453559924999299,3,0.0,2,COBYLA,grid,27,20,62,82,4.0,10.0,2.0
erdos_renyi_n6_s84,erdos_renyi,84,6,5,0.3333333333333333,1.6666666666666667,0.7453559924999299,3,0.0,2,COBYLA,heavy_hex_like,27,20,62,82,4.0,10.0,2.0
erdos_renyi_n6_s84,erdos_renyi,84,6,5,0.3333333333333333,1.6666666666666667,0.7453559924999299,3,0.0,2,SPSA,all_to_all,31,20,84,104,4.0,10.0,2.0
erdos_renyi_n6_s84,erdos_renyi,84,6,5,0.3333333333333333,1.6666666666666667,0.7453559924999299,3,0.0,2,SPSA,linear,48,27,99,126,5.4,13.5,2.7
erdos_renyi_n6_s84,erdos_renyi,84,6,5,0.3333333333333333,1.6666666666666667,0.7453559924999299,3,0.0,2,SPSA,ring,47,27,99,126,5.4,13.5,2.7
erdos_renyi_n6_s84,erdos_renyi,84,6,5,0.3333333333333333,1.6666666666666667,0.7453559924999299,3,0.0,2,SPSA,grid,31,20,84,104,4.0,10.0,2.0
erdos_renyi_n6_s84,erdos_renyi,84,6,5,0.3333333333333333,1.6666666666666667,0.7453559924999299,3,0.0,2,SPSA,heavy_hex_like,31,20,84,104,4.0,10.0,2.0
erdos_renyi_n6_s84,erdos_renyi,84,6,5,0.3333333333333333,1.6666666666666667,0.7453559924999299,3,0.0,3,COBYLA,all_to_all,45,30,117,147,6.0,10.0,2.0
erdos_renyi_n6_s84,erdos_renyi,84,6,5,0.3333333333333333,1.6666666666666667,0.7453559924999299,3,0.0,3,COBYLA,linear,70,41,138,179,8.2,13.666666666666666,2.7333333333333334
erdos_renyi_n6_s84,erdos_renyi,84,6,5,0.3333333333333333,1.6666666666666667,0.7453559924999299,3,0.0,3,COBYLA,ring,70,41,138,179,8.2,13.666666666666666,2.7333333333333334
erdos_renyi_n6_s84,erdos_renyi,84,6,5,0.3333333333333333,1.6666666666666667,0.7453559924999299,3,0.0,3,COBYLA,grid,45,30,117,147,6.0,10.0,2.0
erdos_renyi_n6_s84,erdos_renyi,84,6,5,0.3333333333333333,1.6666666666666667,0.7453559924999299,3,0.0,3,COBYLA,heavy_hex_like,45,30,117,147,6.0,10.0,2.0
erdos_renyi_n6_s84,erdos_renyi,84,6,5,0.3333333333333333,1.6666666666666667,0.7453559924999299,3,0.0,3,SPSA,all_to_all,45,30,117,147,6.0,10.0,2.0
erdos_renyi_n6_s84,erdos_renyi,84,6,5,0.3333333333333333,1.6666666666666667,0.7453559924999299,3,0.0,3,SPSA,linear,72,41,139,180,8.2,13.666666666666666,2.7333333333333334
erdos_renyi_n6_s84,erdos_renyi,84,6,5,0.3333333333333333,1.6666666666666667,0.7453559924999299,3,0.0,3,SPSA,ring,72,41,139,180,8.2,13.666666666666666,2.7333333333333334
erdos_renyi_n6_s84,erdos_renyi,84,6,5,0.3333333333333333,1.6666666666666667,0.7453559924999299,3,0.0,3,SPSA,grid,45,30,117,147,6.0,10.0,2.0
erdos_renyi_n6_s84,erdos_renyi,84,6,5,0.3333333333333333,1.6666666666666667,0.7453559924999299,3,0.0,3,SPSA,heavy_hex_like,45,30,117,147,6.0,10.0,2.0
erdos_renyi_n6_s168,erdos_renyi,168,6,6,0.4,2.0,1.1547005383792515,4,0.25,1,COBYLA,all_to_all,23,12,52,64,2.0,12.0,2.0
erdos_renyi_n6_s168,erdos_renyi,168,6,6,0.4,2.0,1.1547005383792515,4,0.25,1,COBYLA,linear,33,21,70,91,3.5,21.0,3.5
erdos_renyi_n6_s168,erdos_renyi,168,6,6,0.4,2.0,1.1547005383792515,4,0.25,1,COBYLA,ring,37,21,70,91,3.5,21.0,3.5
erdos_renyi_n6_s168,erdos_renyi,168,6,6,0.4,2.0,1.1547005383792515,4,0.25,1,COBYLA,grid,33,15,62,77,2.5,15.0,2.5
erdos_renyi_n6_s168,erdos_renyi,168,6,6,0.4,2.0,1.1547005383792515,4,0.25,1,COBYLA,heavy_hex_like,33,15,63,78,2.5,15.0,2.5
erdos_renyi_n6_s168,erdos_renyi,168,6,6,0.4,2.0,1.1547005383792515,4,0.25,1,SPSA,all_to_all,23,12,52,64,2.0,12.0,2.0
erdos_renyi_n6_s168,erdos_renyi,168,6,6,0.4,2.0,1.1547005383792515,4,0.25,1,SPSA,linear,33,21,70,91,3.5,21.0,3.5
erdos_renyi_n6_s168,erdos_renyi,168,6,6,0.4,2.0,1.1547005383792515,4,0.25,1,SPSA,ring,36,21,70,91,3.5,21.0,3.5
erdos_renyi_n6_s168,erdos_renyi,168,6,6,0.4,2.0,1.1547005383792515,4,0.25,1,SPSA,grid,33,15,62,77,2.5,15.0,2.5
erdos_renyi_n6_s168,erdos_renyi,168,6,6,0.4,2.0,1.1547005383792515,4,0.25,1,SPSA,heavy_hex_like,21,13,53,66,2.1666666666666665,13.0,2.1666666666666665
erdos_renyi_n6_s168,erdos_renyi,168,6,6,0.4,2.0,1.1547005383792515,4,0.25,2,COBYLA,all_to_all,40,24,86,110,4.0,12.0,2.0
erdos_renyi_n6_s168,erdos_renyi,168,6,6,0.4,2.0,1.1547005383792515,4,0.25,2,COBYLA,linear,60,45,103,148,7.5,22.5,3.75
erdos_renyi_n6_s168,erdos_renyi,168,6,6,0.4,2.0,1.1547005383792515,4,0.25,2,COBYLA,ring,60,45,103,148,7.5,22.5,3.75
erdos_renyi_n6_s168,erdos_renyi,168,6,6,0.4,2.0,1.1547005383792515,4,0.25,2,COBYLA,grid,59,33,86,119,5.5,16.5,2.75
erdos_renyi_n6_s168,erdos_renyi,168,6,6,0.4,2.0,1.1547005383792515,4,0.25,2,COBYLA,heavy_hex_like,52,28,97,125,4.666666666666667,14.0,2.3333333333333335
erdos_renyi_n6_s168,erdos_renyi,168,6,6,0.4,2.0,1.1547005383792515,4,0.25,2,SPSA,all_to_all,40,24,86,110,4.0,12.0,2.0
erdos_renyi_n6_s168,erdos_renyi,168,6,6,0.4,2.0,1.1547005383792515,4,0.25,2,SPSA,linear,60,45,103,148,7.5,22.5,3.75
erdos_renyi_n6_s168,erdos_renyi,168,6,6,0.4,2.0,1.1547005383792515,4,0.25,2,SPSA,ring,59,45,104,149,7.5,22.5,3.75
erdos_renyi_n6_s168,erdos_renyi,168,6,6,0.4,2.0,1.1547005383792515,4,0.25,2,SPSA,grid,54,31,97,128,5.166666666666667,15.5,2.5833333333333335
erdos_renyi_n6_s168,erdos_renyi,168,6,6,0.4,2.0,1.1547005383792515,4,0.25,2,SPSA,heavy_hex_like,53,30,96,126,5.0,15.0,2.5
erdos_renyi_n6_s168,erdos_renyi,168,6,6,0.4,2.0,1.1547005383792515,4,0.25,3,COBYLA,all_to_all,53,36,98,134,6.0,12.0,2.0
erdos_renyi_n6_s168,erdos_renyi,168,6,6,0.4,2.0,1.1547005383792515,4,0.25,3,COBYLA,linear,78,69,116,185,11.5,23.0,3.8333333333333335
erdos_renyi_n6_s168,erdos_renyi,168,6,6,0.4,2.0,1.1547005383792515,4,0.25,3,COBYLA,ring,80,69,115,184,11.5,23.0,3.8333333333333335
erdos_renyi_n6_s168,erdos_renyi,168,6,6,0.4,2.0,1.1547005383792515,4,0.25,3,COBYLA,grid,59,47,100,147,7.833333333333333,15.666666666666666,2.611111111111111
erdos_renyi_n6_s168,erdos_renyi,168,6,6,0.4,2.0,1.1547005383792515,4,0.25,3,COBYLA,heavy_hex_like,73,44,116,160,7.333333333333333,14.666666666666666,2.4444444444444446
erdos_renyi_n6_s168,erdos_renyi,168,6,6,0.4,2.0,1.1547005383792515,4,0.25,3,SPSA,all_to_all,57,36,120,156,6.0,12.0,2.0
erdos_renyi_n6_s168,erdos_renyi,168,6,6,0.4,2.0,1.1547005383792515,4,0.25,3,SPSA,linear,82,69,138,207,11.5,23.0,3.8333333333333335
erdos_renyi_n6_s168,erdos_renyi,168,6,6,0.4,2.0,1.1547005383792515,4,0.25,3,SPSA,ring,85,69,137,206,11.5,23.0,3.8333333333333335
erdos_renyi_n6_s168,erdos_renyi,168,6,6,0.4,2.0,1.1547005383792515,4,0.25,3,SPSA,grid,76,51,120,171,8.5,17.0,2.8333333333333335
erdos_renyi_n6_s168,erdos_renyi,168,6,6,0.4,2.0,1.1547005383792515,4,0.25,3,SPSA,heavy_hex_like,72,44,132,176,7.333333333333333,14.666666666666666,2.4444444444444446
erdos_renyi_n8_s7,erdos_renyi,7,8,17,0.6071428571428571,4.25,0.82915619758885,5,0.5416666666666667,1,COBYLA,all_to_all,35,34,80,114,2.0,34.0,2.0
